date,state,seat,r-prob,d-prob
2014-07-19,TN,1,99.0,1.0
2014-07-19,TX,1,99.0,1.0
2014-07-19,US,,38.6,61.4
2014-07-19,VA,1,5.1,94.9
2014-07-19,WV,1,81.2,18.8
2014-07-19,WY,1,99.0,1.0
2014-07-20,AK,1,32.6,67.4
2014-07-20,AL,1,99.0,1.0
2014-07-20,AR,1,45.3,54.8
2014-07-20,CO,1,47.9,52.1
2014-07-20,DE,1,1.0,99.0
2014-07-20,GA,1,51.0,49.1
2014-07-20,HI,1,1.0,99.0
2014-07-20,IA,1,50.0,50.0
2014-07-20,ID,1,99.0,1.0
2014-07-20,IL,1,1.0,99.0
2014-07-20,KS,1,90.0,10.0
2014-07-20,KY,1,50.0,50.0
2014-07-20,LA,1,50.0,50.0
2014-07-20,MA,1,1.0,99.0
2014-07-20,ME,1,99.0,1.0
2014-07-20,MI,1,38.6,61.4
2014-07-20,MN,1,9.7,90.4
2014-07-20,MS,1,88.9,11.1
2014-07-20,MT,1,90.0,10.0
2014-07-20,NC,1,38.8,61.2
2014-07-20,NE,1,99.0,1.0
2014-07-20,NH,1,17.4,82.6
2014-07-20,NJ,1,1.0,99.0
2014-07-20,NM,1,1.0,99.0
2014-07-20,OK,1,99.0,1.0
2014-07-20,OK,2,99.0,1.0
2014-07-20,OR,1,21.3,78.7
2014-07-20,RI,1,1.0,99.0
2014-07-20,SC,1,99.0,1.0
2014-07-20,SC,2,99.0,1.0
2014-07-20,SD,1,84.6,15.4
2014-07-20,TN,1,99.0,1.0
2014-07-20,TX,1,99.0,1.0
2014-07-20,US,,36.8,63.2
2014-07-20,VA,1,5.0,95.1
2014-07-20,WV,1,81.2,18.8
2014-07-20,WY,1,99.0,1.0
2014-07-21,AK,1,32.6,67.4
2014-07-21,AL,1,99.0,1.0
2014-07-21,AR,1,45.2,54.8
2014-07-21,CO,1,48.3,51.7
2014-07-21,DE,1,1.0,99.0
2014-07-21,GA,1,50.0,50.0
2014-07-21,HI,1,1.0,99.0
2014-07-21,IA,1,50.0,50.0
2014-07-21,ID,1,99.0,1.0
2014-07-21,IL,1,1.0,99.0
2014-07-21,KS,1,90.0,10.0
2014-07-21,KY,1,50.0,50.0
2014-07-21,LA,1,50.0,50.0
2014-07-21,MA,1,1.0,99.0
2014-07-21,ME,1,99.0,1.0
2014-07-21,MI,1,36.8,63.2
2014-07-21,MN,1,10.7,89.3
2014-07-21,MS,1,88.9,11.1
2014-07-21,MT,1,90.0,10.0
2014-07-21,NC,1,36.6,63.4
2014-07-21,NE,1,99.0,1.0
2014-07-21,NH,1,16.9,83.1
2014-07-21,NJ,1,1.0,99.0
2014-07-21,NM,1,1.0,99.0
2014-07-21,OK,1,99.0,1.0
2014-07-21,OK,2,99.0,1.0
2014-07-21,OR,1,21.5,78.5
2014-07-21,RI,1,1.0,99.0
2014-07-21,SC,1,99.0,1.0
2014-07-21,SC,2,99.0,1.0
2014-07-21,SD,1,85.3,14.7
2014-07-21,TN,1,99.0,1.0
2014-07-21,TX,1,99.0,1.0
2014-07-21,US,,36.1,63.9
2014-07-21,VA,1,5.6,94.4
2014-07-21,WV,1,81.2,18.8
2014-07-21,WY,1,99.0,1.0
2014-07-22,AK,1,32.6,67.4
2014-07-22,AL,1,99.0,1.0
2014-07-22,AR,1,45.2,54.9
2014-07-22,CO,1,46.9,53.1
2014-07-22,DE,1,1.0,99.0
2014-07-22,GA,1,50.0,50.0
2014-07-22,HI,1,1.0,99.0
2014-07-22,IA,1,50.0,50.0
2014-07-22,ID,1,99.0,1.0
2014-07-22,IL,1,1.0,99.0
2014-07-22,KS,1,90.0,10.0
2014-07-22,KY,1,50.0,50.0
2014-07-22,LA,1,50.0,50.0
2014-07-22,MA,1,1.0,99.0
2014-07-22,ME,1,99.0,1.0
2014-07-22,MI,1,37.4,62.6
2014-07-22,MN,1,9.7,90.3
2014-07-22,MS,1,88.9,11.1
2014-07-22,MT,1,90.0,10.0
2014-07-22,NC,1,36.8,63.2
2014-07-22,NE,1,99.0,1.0
2014-07-22,NH,1,16.6,83.4
2014-07-22,NJ,1,1.0,99.0
2014-07-22,NM,1,1.0,99.0
2014-07-22,OK,1,99.0,1.0
2014-07-22,OK,2,99.0,1.0
2014-07-22,OR,1,22.1,77.9
2014-07-22,RI,1,1.0,99.0
2014-07-22,SC,1,99.0,1.0
2014-07-22,SC,2,99.0,1.0
2014-07-22,SD,1,85.5,14.5
2014-07-22,TN,1,99.0,1.0
2014-07-22,TX,1,99.0,1.0
2014-07-22,US,,35.7,64.3
2014-07-22,VA,1,5.0,95.0
2014-07-22,WV,1,81.2,18.8
2014-07-22,WY,1,99.0,1.0
2014-07-23,AK,1,32.6,67.4
2014-07-23,AL,1,99.0,1.0
2014-07-23,AR,1,45.0,55.0
2014-07-23,CO,1,48.1,51.9
2014-07-23,DE,1,1.0,99.0
2014-07-23,GA,1,50.0,50.0
2014-07-23,HI,1,1.0,99.0
2014-07-23,IA,1,50.0,50.0
2014-07-23,ID,1,99.0,1.0
2014-07-23,IL,1,1.0,99.0
2014-07-23,KS,1,90.0,10.0
2014-07-23,KY,1,50.0,50.0
2014-07-23,LA,1,50.0,50.0
2014-07-23,MA,1,1.0,99.0
2014-07-23,ME,1,99.0,1.0
2014-07-23,MI,1,34.2,65.8
2014-07-23,MN,1,10.4,89.6
2014-07-23,MS,1,88.9,11.1
2014-07-23,MT,1,90.0,10.0
2014-07-23,NC,1,38.6,61.4
2014-07-23,NE,1,99.0,1.0
2014-07-23,NH,1,18.0,82.0
2014-07-23,NJ,1,1.0,99.0
2014-07-23,NM,1,1.0,99.0
2014-07-23,OK,1,99.0,1.0
2014-07-23,OK,2,99.0,1.0
2014-07-23,OR,1,21.3,78.7
2014-07-23,RI,1,1.0,99.0
2014-07-23,SC,1,99.0,1.0
2014-07-23,SC,2,99.0,1.0
2014-07-23,SD,1,78.5,21.5
2014-07-23,TN,1,99.0,1.0
2014-07-23,TX,1,99.0,1.0
2014-07-23,US,,34.7,65.3
2014-07-23,VA,1,5.3,94.7
2014-07-23,WV,1,81.2,18.8
2014-07-23,WY,1,99.0,1.0
2014-07-24,AK,1,32.6,67.4
2014-07-24,AL,1,99.0,1.0
2014-07-24,AR,1,47.2,52.8
2014-07-24,CO,1,44.0,56.1
2014-07-24,DE,1,1.0,99.0
2014-07-24,GA,1,59.6,40.4
2014-07-24,HI,1,1.0,99.0
2014-07-24,IA,1,50.0,50.0
2014-07-24,ID,1,99.0,1.0
2014-07-24,IL,1,1.0,99.0
2014-07-24,KS,1,90.0,10.0
2014-07-24,KY,1,52.0,48.0
2014-07-24,LA,1,50.0,50.0
2014-07-24,MA,1,1.0,99.0
2014-07-24,ME,1,99.0,1.0
2014-07-24,MI,1,46.6,53.4
2014-07-24,MN,1,5.0,95.0
2014-07-24,MS,1,88.9,11.1
2014-07-24,MT,1,90.0,10.0
2014-07-24,NC,1,45.9,54.2
2014-07-24,NE,1,99.0,1.0
2014-07-24,NH,1,15.2,84.8
2014-07-24,NJ,1,1.0,99.0
2014-07-24,NM,1,1.0,99.0
2014-07-24,OK,1,99.0,1.0
2014-07-24,OK,2,99.0,1.0
2014-07-24,OR,1,14.8,85.3
2014-07-24,RI,1,1.0,99.0
2014-07-24,SC,1,99.0,1.0
2014-07-24,SC,2,99.0,1.0
2014-07-24,SD,1,96.9,3.1
2014-07-24,TN,1,99.0,1.0
2014-07-24,TX,1,99.0,1.0
2014-07-24,US,,40.9,59.2
2014-07-24,VA,1,3.2,96.8
2014-07-24,WV,1,81.2,18.8
2014-07-24,WY,1,99.0,1.0
2014-07-25,AK,1,32.7,67.3
2014-07-25,AL,1,99.0,1.0
2014-07-25,AR,1,50.0,50.0
2014-07-25,CO,1,44.6,55.4
2014-07-25,DE,1,1.0,99.0
2014-07-25,GA,1,60.0,40.0
2014-07-25,HI,1,1.0,99.0
2014-07-25,IA,1,50.0,50.0
2014-07-25,ID,1,99.0,1.0
2014-07-25,IL,1,1.0,99.0
2014-07-25,KS,1,90.0,10.0
2014-07-25,KY,1,52.2,47.8
2014-07-25,LA,1,50.0,50.0
2014-07-25,MA,1,1.0,99.0
2014-07-25,ME,1,99.0,1.0
2014-07-25,MI,1,46.7,53.4
2014-07-25,MN,1,4.2,95.8
2014-07-25,MS,1,88.9,11.1
2014-07-25,MT,1,90.0,10.0
2014-07-25,NC,1,45.0,55.1
2014-07-25,NE,1,99.0,1.0
2014-07-25,NH,1,14.4,85.6
2014-07-25,NJ,1,1.0,99.0
2014-07-25,NM,1,1.0,99.0
2014-07-25,OK,1,99.0,1.0
2014-07-25,OK,2,99.0,1.0
2014-07-25,OR,1,16.2,83.8
2014-07-25,RI,1,1.0,99.0
2014-07-25,SC,1,99.0,1.0
2014-07-25,SC,2,99.0,1.0
2014-07-25,SD,1,96.5,3.5
2014-07-25,TN,1,99.0,1.0
2014-07-25,TX,1,99.0,1.0
2014-07-25,US,,41.5,58.5
2014-07-25,VA,1,3.7,96.3
2014-07-25,WV,1,81.0,19.0
2014-07-25,WY,1,99.0,1.0
2014-07-26,AK,1,30.3,69.7
2014-07-26,AL,1,99.0,1.0
2014-07-26,AR,1,50.0,50.0
2014-07-26,CO,1,45.0,55.0
2014-07-26,DE,1,1.0,99.0
2014-07-26,GA,1,61.2,38.8
2014-07-26,HI,1,1.0,99.0
2014-07-26,IA,1,50.0,50.0
2014-07-26,ID,1,99.0,1.0
2014-07-26,IL,1,1.0,99.0
2014-07-26,KS,1,90.0,10.0
2014-07-26,KY,1,51.1,48.9
2014-07-26,LA,1,50.6,49.4
2014-07-26,MA,1,1.0,99.0
2014-07-26,ME,1,99.0,1.0
2014-07-26,MI,1,47.0,53.0
2014-07-26,MN,1,5.3,94.7
2014-07-26,MS,1,88.0,12.0
2014-07-26,MT,1,90.0,10.0
2014-07-26,NC,1,44.9,55.1
2014-07-26,NE,1,99.0,1.0
2014-07-26,NH,1,12.9,87.1
2014-07-26,NJ,1,1.0,99.0
2014-07-26,NM,1,1.0,99.0
2014-07-26,OK,1,99.0,1.0
2014-07-26,OK,2,99.0,1.0
2014-07-26,OR,1,15.4,84.6
2014-07-26,RI,1,1.0,99.0
2014-07-26,SC,1,99.0,1.0
2014-07-26,SC,2,99.0,1.0
2014-07-26,SD,1,96.9,3.1
2014-07-26,TN,1,99.0,1.0
2014-07-26,TX,1,99.0,1.0
2014-07-26,US,,41.4,58.6
2014-07-26,VA,1,3.0,97.0
2014-07-26,WV,1,83.8,16.2
2014-07-26,WY,1,99.0,1.0
2014-07-27,AK,1,28.9,71.1
2014-07-27,AL,1,99.0,1.0
2014-07-27,AR,1,50.0,50.0
2014-07-27,CO,1,43.6,56.4
2014-07-27,DE,1,1.0,99.0
2014-07-27,GA,1,59.3,40.7
2014-07-27,HI,1,1.0,99.0
2014-07-27,IA,1,50.0,50.0
2014-07-27,ID,1,99.0,1.0
2014-07-27,IL,1,1.0,99.0
2014-07-27,KS,1,90.0,10.0
2014-07-27,KY,1,52.2,47.8
2014-07-27,LA,1,50.1,49.9
2014-07-27,MA,1,1.0,99.0
2014-07-27,ME,1,99.0,1.0
2014-07-27,MI,1,47.1,52.9
2014-07-27,MN,1,4.2,95.8
2014-07-27,MS,1,88.7,11.3
2014-07-27,MT,1,90.0,10.0
2014-07-27,NC,1,46.7,53.3
2014-07-27,NE,1,99.0,1.0
2014-07-27,NH,1,12.8,87.2
2014-07-27,NJ,1,1.0,99.0
2014-07-27,NM,1,1.0,99.0
2014-07-27,OK,1,99.0,1.0
2014-07-27,OK,2,99.0,1.0
2014-07-27,OR,1,15.2,84.8
2014-07-27,RI,1,1.0,99.0
2014-07-27,SC,1,99.0,1.0
2014-07-27,SC,2,99.0,1.0
2014-07-27,SD,1,96.3,3.8
2014-07-27,TN,1,99.0,1.0
2014-07-27,TX,1,99.0,1.0
2014-07-27,US,,40.3,59.7
2014-07-27,VA,1,3.4,96.6
2014-07-27,WV,1,81.4,18.6
2014-07-27,WY,1,99.0,1.0
2014-07-28,AK,1,26.8,73.2
2014-07-28,AL,1,99.0,1.0
2014-07-28,AR,1,50.0,50.0
2014-07-28,CO,1,44.6,55.4
2014-07-28,DE,1,1.0,99.0
2014-07-28,GA,1,64.2,35.8
2014-07-28,HI,1,1.0,99.0
2014-07-28,IA,1,50.0,50.0
2014-07-28,ID,1,99.0,1.0
2014-07-28,IL,1,1.0,99.0
2014-07-28,KS,1,90.0,10.0
2014-07-28,KY,1,52.6,47.4
2014-07-28,LA,1,50.7,49.3
2014-07-28,MA,1,1.0,99.0
2014-07-28,ME,1,99.0,1.0
2014-07-28,MI,1,47.5,52.5
2014-07-28,MN,1,5.2,94.8
2014-07-28,MS,1,89.2,10.8
2014-07-28,MT,1,90.0,10.0
2014-07-28,NC,1,46.2,53.8
2014-07-28,NE,1,99.0,1.0
2014-07-28,NH,1,14.8,85.2
2014-07-28,NJ,1,1.0,99.0
2014-07-28,NM,1,1.0,99.0
2014-07-28,OK,1,99.0,1.0
2014-07-28,OK,2,99.0,1.0
2014-07-28,OR,1,15.9,84.1
2014-07-28,RI,1,1.0,99.0
2014-07-28,SC,1,99.0,1.0
2014-07-28,SC,2,99.0,1.0
2014-07-28,SD,1,97.0,3.0
2014-07-28,TN,1,99.0,1.0
2014-07-28,TX,1,99.0,1.0
2014-07-28,US,,42.7,57.4
2014-07-28,VA,1,3.2,96.8
2014-07-28,WV,1,83.5,16.5
2014-07-28,WY,1,99.0,1.0
2014-07-29,AK,1,32.9,67.1
2014-07-29,AL,1,99.0,1.0
2014-07-29,AR,1,50.0,50.0
2014-07-29,CO,1,43.5,56.5
2014-07-29,DE,1,1.0,99.0
2014-07-29,GA,1,65.6,34.4
2014-07-29,HI,1,1.0,99.0
2014-07-29,IA,1,50.0,50.0
2014-07-29,ID,1,99.0,1.0
2014-07-29,IL,1,1.0,99.0
2014-07-29,KS,1,90.0,10.0
2014-07-29,KY,1,52.3,47.7
2014-07-29,LA,1,50.8,49.2
2014-07-29,MA,1,1.0,99.0
2014-07-29,ME,1,99.0,1.0
2014-07-29,MI,1,46.4,53.6
2014-07-29,MN,1,5.1,94.9
2014-07-29,MS,1,88.3,11.7
2014-07-29,MT,1,90.0,10.0
2014-07-29,NC,1,46.6,53.4
2014-07-29,NE,1,99.0,1.0
2014-07-29,NH,1,13.5,86.6
2014-07-29,NJ,1,1.0,99.0
2014-07-29,NM,1,1.0,99.0
2014-07-29,OK,1,99.0,1.0
2014-07-29,OK,2,99.0,1.0
2014-07-29,OR,1,14.8,85.2
2014-07-29,RI,1,1.0,99.0
2014-07-29,SC,1,99.0,1.0
2014-07-29,SC,2,99.0,1.0
2014-07-29,SD,1,96.8,3.3
2014-07-29,TN,1,99.0,1.0
2014-07-29,TX,1,99.0,1.0
2014-07-29,US,,43.6,56.4
2014-07-29,VA,1,3.2,96.8
2014-07-29,WV,1,85.4,14.6
2014-07-29,WY,1,99.0,1.0
2014-07-30,AK,1,33.7,66.3
2014-07-30,AL,1,99.0,1.0
2014-07-30,AR,1,50.0,50.0
2014-07-30,CO,1,44.8,55.2
2014-07-30,DE,1,1.0,99.0
2014-07-30,GA,1,63.9,36.2
2014-07-30,HI,1,1.0,99.0
2014-07-30,IA,1,50.0,50.0
2014-07-30,ID,1,99.0,1.0
2014-07-30,IL,1,1.0,99.0
2014-07-30,KS,1,90.0,10.0
2014-07-30,KY,1,50.9,49.1
2014-07-30,LA,1,50.0,50.0
2014-07-30,MA,1,1.0,99.0
2014-07-30,ME,1,99.0,1.0
2014-07-30,MI,1,43.3,56.7
2014-07-30,MN,1,4.5,95.5
2014-07-30,MS,1,88.6,11.4
2014-07-30,MT,1,90.0,10.0
2014-07-30,NC,1,46.6,53.4
2014-07-30,NE,1,99.0,1.0
2014-07-30,NH,1,14.7,85.3
2014-07-30,NJ,1,1.0,99.0
2014-07-30,NM,1,1.0,99.0
2014-07-30,OK,1,99.0,1.0
2014-07-30,OK,2,99.0,1.0
2014-07-30,OR,1,15.4,84.7
2014-07-30,RI,1,1.0,99.0
2014-07-30,SC,1,99.0,1.0
2014-07-30,SC,2,99.0,1.0
2014-07-30,SD,1,96.8,3.2
2014-07-30,TN,1,99.0,1.0
2014-07-30,TX,1,99.0,1.0
2014-07-30,US,,41.9,58.1
2014-07-30,VA,1,1.9,98.1
2014-07-30,WV,1,82.6,17.4
2014-07-30,WY,1,99.0,1.0
2014-07-31,AK,1,28.6,71.4
2014-07-31,AL,1,99.0,1.0
2014-07-31,AR,1,50.0,50.0
2014-07-31,CO,1,45.7,54.3
2014-07-31,DE,1,1.0,99.0
2014-07-31,GA,1,63.6,36.4
2014-07-31,HI,1,1.0,99.0
2014-07-31,IA,1,50.0,50.0
2014-07-31,ID,1,99.0,1.0
2014-07-31,IL,1,1.0,99.0
2014-07-31,KS,1,90.0,10.0
2014-07-31,KY,1,51.9,48.1
2014-07-31,LA,1,50.4,49.6
2014-07-31,MA,1,1.0,99.0
2014-07-31,ME,1,99.0,1.0
2014-07-31,MI,1,44.5,55.5
2014-07-31,MN,1,5.0,95.0
2014-07-31,MS,1,88.8,11.2
2014-07-31,MT,1,90.0,10.0
2014-07-31,NC,1,46.7,53.3
2014-07-31,NE,1,99.0,1.0
2014-07-31,NH,1,14.1,85.9
2014-07-31,NJ,1,1.0,99.0
2014-07-31,NM,1,1.0,99.0
2014-07-31,OK,1,99.0,1.0
2014-07-31,OK,2,99.0,1.0
2014-07-31,OR,1,14.8,85.2
2014-07-31,RI,1,1.0,99.0
2014-07-31,SC,1,99.0,1.0
2014-07-31,SC,2,99.0,1.0
2014-07-31,SD,1,96.8,3.2
2014-07-31,TN,1,99.0,1.0
2014-07-31,TX,1,99.0,1.0
2014-07-31,US,,42.5,57.5
2014-07-31,VA,1,1.8,98.2
2014-07-31,WV,1,87.3,12.7
2014-07-31,WY,1,99.0,1.0
2014-08-01,AK,1,33.2,66.8
2014-08-01,AL,1,99.0,1.0
2014-08-01,AR,1,50.0,50.0
2014-08-01,CO,1,44.5,55.5
2014-08-01,DE,1,1.0,99.0
2014-08-01,GA,1,63.3,36.7
2014-08-01,HI,1,1.0,99.0
2014-08-01,IA,1,50.0,50.0
2014-08-01,ID,1,99.0,1.0
2014-08-01,IL,1,1.0,99.0
2014-08-01,KS,1,90.0,10.0
2014-08-01,KY,1,51.9,48.1
2014-08-01,LA,1,50.5,49.5
2014-08-01,MA,1,1.0,99.0
2014-08-01,ME,1,99.0,1.0
2014-08-01,MI,1,43.9,56.1
2014-08-01,MN,1,5.7,94.3
2014-08-01,MS,1,89.1,10.9
2014-08-01,MT,1,90.0,10.0
2014-08-01,NC,1,46.7,53.3
2014-08-01,NE,1,99.0,1.0
2014-08-01,NH,1,14.8,85.2
2014-08-01,NJ,1,1.0,99.0
2014-08-01,NM,1,1.0,99.0
2014-08-01,OK,1,99.0,1.0
2014-08-01,OK,2,99.0,1.0
2014-08-01,OR,1,15.6,84.4
2014-08-01,RI,1,1.0,99.0
2014-08-01,SC,1,99.0,1.0
2014-08-01,SC,2,99.0,1.0
2014-08-01,SD,1,97.1,2.9
2014-08-01,TN,1,99.0,1.0
2014-08-01,TX,1,99.0,1.0
2014-08-01,US,,43.0,57.0
2014-08-01,VA,1,2.0,98.0
2014-08-01,WV,1,84.1,15.9
2014-08-01,WY,1,99.0,1.0
2014-08-02,AK,1,29.6,70.4
2014-08-02,AL,1,99.0,1.0
2014-08-02,AR,1,50.0,50.0
2014-08-02,CO,1,43.8,56.2
2014-08-02,DE,1,1.0,99.0
2014-08-02,GA,1,64.7,35.3
2014-08-02,HI,1,1.0,99.0
2014-08-02,IA,1,50.0,50.0
2014-08-02,ID,1,99.0,1.0
2014-08-02,IL,1,1.0,99.0
2014-08-02,KS,1,90.0,10.0
2014-08-02,KY,1,51.4,48.6
2014-08-02,LA,1,50.8,49.2
2014-08-02,MA,1,1.0,99.0
2014-08-02,ME,1,99.0,1.0
2014-08-02,MI,1,43.9,56.1
2014-08-02,MN,1,4.8,95.2
2014-08-02,MS,1,89.6,10.4
2014-08-02,MT,1,90.0,10.0
2014-08-02,NC,1,46.7,53.3
2014-08-02,NE,1,99.0,1.0
2014-08-02,NH,1,15.3,84.8
2014-08-02,NJ,1,1.0,99.0
2014-08-02,NM,1,1.0,99.0
2014-08-02,OK,1,99.0,1.0
2014-08-02,OK,2,99.0,1.0
2014-08-02,OR,1,15.3,84.7
2014-08-02,RI,1,1.0,99.0
2014-08-02,SC,1,99.0,1.0
2014-08-02,SC,2,99.0,1.0
2014-08-02,SD,1,96.9,3.2
2014-08-02,TN,1,99.0,1.0
2014-08-02,TX,1,99.0,1.0
2014-08-02,US,,41.2,58.8
2014-08-02,VA,1,1.8,98.2
2014-08-02,WV,1,80.4,19.6
2014-08-02,WY,1,99.0,1.0
2014-08-03,AK,1,25.2,74.8
2014-08-03,AL,1,99.0,1.0
2014-08-03,AR,1,50.0,50.0
2014-08-03,CO,1,44.0,56.0
2014-08-03,DE,1,1.0,99.0
2014-08-03,GA,1,62.6,37.4
2014-08-03,HI,1,1.0,99.0
2014-08-03,IA,1,50.0,50.0
2014-08-03,ID,1,99.0,1.0
2014-08-03,IL,1,1.0,99.0
2014-08-03,KS,1,90.0,10.0
2014-08-03,KY,1,52.1,48.0
2014-08-03,LA,1,50.2,49.9
2014-08-03,MA,1,1.0,99.0
2014-08-03,ME,1,99.0,1.0
2014-08-03,MI,1,43.9,56.1
2014-08-03,MN,1,6.9,93.1
2014-08-03,MS,1,88.3,11.7
2014-08-03,MT,1,90.0,10.0
2014-08-03,NC,1,46.9,53.1
2014-08-03,NE,1,99.0,1.0
2014-08-03,NH,1,15.5,84.6
2014-08-03,NJ,1,1.0,99.0
2014-08-03,NM,1,1.0,99.0
2014-08-03,OK,1,99.0,1.0
2014-08-03,OK,2,99.0,1.0
2014-08-03,OR,1,15.8,84.2
2014-08-03,RI,1,1.0,99.0
2014-08-03,SC,1,99.0,1.0
2014-08-03,SC,2,99.0,1.0
2014-08-03,SD,1,96.6,3.4
2014-08-03,TN,1,99.0,1.0
2014-08-03,TX,1,99.0,1.0
2014-08-03,US,,40.8,59.2
2014-08-03,VA,1,1.6,98.4
2014-08-03,WV,1,83.7,16.3
2014-08-03,WY,1,99.0,1.0
2014-08-04,AK,1,22.7,77.3
2014-08-04,AL,1,99.0,1.0
2014-08-04,AR,1,50.0,50.0
2014-08-04,CO,1,44.4,55.6
2014-08-04,DE,1,1.0,99.0
2014-08-04,GA,1,64.9,35.1
2014-08-04,HI,1,1.0,99.0
2014-08-04,IA,1,50.0,50.0
2014-08-04,ID,1,99.0,1.0
2014-08-04,IL,1,1.0,99.0
2014-08-04,KS,1,90.0,10.0
2014-08-04,KY,1,52.3,47.7
2014-08-04,LA,1,51.0,49.0
2014-08-04,MA,1,1.0,99.0
2014-08-04,ME,1,99.0,1.0
2014-08-04,MI,1,43.3,56.7
2014-08-04,MN,1,5.9,94.1
2014-08-04,MS,1,88.3,11.8
2014-08-04,MT,1,90.0,10.0
2014-08-04,NC,1,46.6,53.4
2014-08-04,NE,1,99.0,1.0
2014-08-04,NH,1,14.8,85.2
2014-08-04,NJ,1,1.0,99.0
2014-08-04,NM,1,1.0,99.0
2014-08-04,OK,1,99.0,1.0
2014-08-04,OK,2,99.0,1.0
2014-08-04,OR,1,15.8,84.3
2014-08-04,RI,1,1.0,99.0
2014-08-04,SC,1,99.0,1.0
2014-08-04,SC,2,99.0,1.0
2014-08-04,SD,1,97.1,2.9
2014-08-04,TN,1,99.0,1.0
2014-08-04,TX,1,99.0,1.0
2014-08-04,US,,40.5,59.5
2014-08-04,VA,1,1.6,98.4
2014-08-04,WV,1,83.2,16.8
2014-08-04,WY,1,99.0,1.0
2014-08-05,AK,1,23.7,76.3
2014-08-05,AL,1,99.0,1.0
2014-08-05,AR,1,50.0,50.0
2014-08-05,CO,1,44.9,55.1
2014-08-05,DE,1,1.0,99.0
2014-08-05,GA,1,63.0,37.1
2014-08-05,HI,1,1.0,99.0
2014-08-05,IA,1,50.0,50.0
2014-08-05,ID,1,99.0,1.0
2014-08-05,IL,1,1.0,99.0
2014-08-05,KS,1,90.0,10.0
2014-08-05,KY,1,52.1,47.9
2014-08-05,LA,1,50.0,50.0
2014-08-05,MA,1,1.0,99.0
2014-08-05,ME,1,99.0,1.0
2014-08-05,MI,1,44.7,55.4
2014-08-05,MN,1,5.2,94.8
2014-08-05,MS,1,89.2,10.8
2014-08-05,MT,1,90.0,10.0
2014-08-05,NC,1,46.7,53.3
2014-08-05,NE,1,99.0,1.0
2014-08-05,NH,1,13.4,86.6
2014-08-05,NJ,1,1.0,99.0
2014-08-05,NM,1,1.0,99.0
2014-08-05,OK,1,99.0,1.0
2014-08-05,OK,2,99.0,1.0
2014-08-05,OR,1,8.4,91.6
2014-08-05,RI,1,1.0,99.0
2014-08-05,SC,1,99.0,1.0
2014-08-05,SC,2,99.0,1.0
2014-08-05,SD,1,96.9,3.1
2014-08-05,TN,1,99.0,1.0
2014-08-05,TX,1,99.0,1.0
2014-08-05,US,,39.4,60.6
2014-08-05,VA,1,1.9,98.1
2014-08-05,WV,1,87.4,12.7
2014-08-05,WY,1,99.0,1.0
2014-08-06,AK,1,24.9,75.1
2014-08-06,AL,1,99.0,1.0
2014-08-06,AR,1,50.0,50.0
2014-08-06,CO,1,44.1,55.9
2014-08-06,DE,1,1.0,99.0
2014-08-06,GA,1,64.0,36.0
2014-08-06,HI,1,1.0,99.0
2014-08-06,IA,1,50.0,50.0
2014-08-06,ID,1,99.0,1.0
2014-08-06,IL,1,1.0,99.0
2014-08-06,KS,1,90.0,10.0
2014-08-06,KY,1,51.9,48.1
2014-08-06,LA,1,50.5,49.5
2014-08-06,MA,1,1.0,99.0
2014-08-06,ME,1,99.0,1.0
2014-08-06,MI,1,45.5,54.5
2014-08-06,MN,1,4.8,95.2
2014-08-06,MS,1,88.4,11.6
2014-08-06,MT,1,90.0,10.0
2014-08-06,NC,1,50.0,50.0
2014-08-06,NE,1,99.0,1.0
2014-08-06,NH,1,13.2,86.8
2014-08-06,NJ,1,1.0,99.0
2014-08-06,NM,1,1.0,99.0
2014-08-06,OK,1,99.0,1.0
2014-08-06,OK,2,99.0,1.0
2014-08-06,OR,1,7.9,92.1
2014-08-06,RI,1,1.0,99.0
2014-08-06,SC,1,99.0,1.0
2014-08-06,SC,2,99.0,1.0
2014-08-06,SD,1,97.6,2.4
2014-08-06,TN,1,99.0,1.0
2014-08-06,TX,1,99.0,1.0
2014-08-06,US,,38.7,61.3
2014-08-06,VA,1,1.5,98.5
2014-08-06,WV,1,79.5,20.5
2014-08-06,WY,1,99.0,1.0
2014-08-07,AK,1,27.1,72.9
2014-08-07,AL,1,99.0,1.0
2014-08-07,AR,1,50.0,50.0
2014-08-07,CO,1,43.6,56.4
2014-08-07,DE,1,1.0,99.0
2014-08-07,GA,1,64.9,35.1
2014-08-07,HI,1,1.0,99.0
2014-08-07,IA,1,50.0,50.0
2014-08-07,ID,1,99.0,1.0
2014-08-07,IL,1,1.0,99.0
2014-08-07,KS,1,90.0,10.0
2014-08-07,KY,1,53.6,46.4
2014-08-07,LA,1,50.0,50.0
2014-08-07,MA,1,1.0,99.0
2014-08-07,ME,1,99.0,1.0
2014-08-07,MI,1,45.5,54.5
2014-08-07,MN,1,5.7,94.3
2014-08-07,MS,1,89.1,10.9
2014-08-07,MT,1,90.0,10.0
2014-08-07,NC,1,50.0,50.0
2014-08-07,NE,1,99.0,1.0
2014-08-07,NH,1,13.2,86.8
2014-08-07,NJ,1,1.0,99.0
2014-08-07,NM,1,1.0,99.0
2014-08-07,OK,1,99.0,1.0
2014-08-07,OK,2,99.0,1.0
2014-08-07,OR,1,6.1,93.9
2014-08-07,RI,1,1.0,99.0
