date,state,seat,r-prob,d-prob
2014-08-07,SC,1,99.0,1.0
2014-08-07,SC,2,99.0,1.0
2014-08-07,SD,1,97.0,3.0
2014-08-07,TN,1,99.0,1.0
2014-08-07,TX,1,99.0,1.0
2014-08-07,US,,40.2,59.8
2014-08-07,VA,1,1.8,98.2
2014-08-07,WV,1,83.0,17.0
2014-08-07,WY,1,99.0,1.0
2014-08-08,AK,1,24.6,75.4
2014-08-08,AL,1,99.0,1.0
2014-08-08,AR,1,50.0,50.0
2014-08-08,CO,1,43.6,56.4
2014-08-08,DE,1,1.0,99.0
2014-08-08,GA,1,63.6,36.4
2014-08-08,HI,1,1.0,99.0
2014-08-08,IA,1,50.0,50.0
2014-08-08,ID,1,99.0,1.0
2014-08-08,IL,1,1.0,99.0
2014-08-08,KS,1,90.0,10.0
2014-08-08,KY,1,51.4,48.6
2014-08-08,LA,1,50.0,50.0
2014-08-08,MA,1,1.0,99.0
2014-08-08,ME,1,99.0,1.0
2014-08-08,MI,1,46.3,53.7
2014-08-08,MN,1,5.9,94.1
2014-08-08,MS,1,89.4,10.6
2014-08-08,MT,1,90.0,10.0
2014-08-08,NC,1,50.0,50.0
2014-08-08,NE,1,99.0,1.0
2014-08-08,NH,1,13.3,86.7
2014-08-08,NJ,1,1.0,99.0
2014-08-08,NM,1,1.0,99.0
2014-08-08,OK,1,99.0,1.0
2014-08-08,OK,2,99.0,1.0
2014-08-08,OR,1,6.7,93.3
2014-08-08,RI,1,1.0,99.0
2014-08-08,SC,1,99.0,1.0
2014-08-08,SC,2,99.0,1.0
2014-08-08,SD,1,97.1,3.0
2014-08-08,TN,1,99.0,1.0
2014-08-08,TX,1,99.0,1.0
2014-08-08,US,,39.1,60.9
2014-08-08,VA,1,1.7,98.3
2014-08-08,WV,1,81.5,18.5
2014-08-08,WY,1,99.0,1.0
2014-08-09,AK,1,25.4,74.6
2014-08-09,AL,1,99.0,1.0
2014-08-09,AR,1,50.0,50.0
2014-08-09,CO,1,44.6,55.4
2014-08-09,DE,1,1.0,99.0
2014-08-09,GA,1,64.3,35.7
2014-08-09,HI,1,1.0,99.0
2014-08-09,IA,1,50.0,50.0
2014-08-09,ID,1,99.0,1.0
2014-08-09,IL,1,1.0,99.0
2014-08-09,KS,1,90.0,10.0
2014-08-09,KY,1,52.1,47.9
2014-08-09,LA,1,50.0,50.0
2014-08-09,MA,1,1.0,99.0
2014-08-09,ME,1,99.0,1.0
2014-08-09,MI,1,45.1,54.9
2014-08-09,MN,1,5.4,94.6
2014-08-09,MS,1,88.6,11.5
2014-08-09,MT,1,90.0,10.0
2014-08-09,NC,1,50.0,50.0
2014-08-09,NE,1,99.0,1.0
2014-08-09,NH,1,13.9,86.1
2014-08-09,NJ,1,1.0,99.0
2014-08-09,NM,1,1.0,99.0
2014-08-09,OK,1,99.0,1.0
2014-08-09,OK,2,99.0,1.0
2014-08-09,OR,1,6.3,93.7
2014-08-09,RI,1,1.0,99.0
2014-08-09,SC,1,99.0,1.0
2014-08-09,SC,2,99.0,1.0
2014-08-09,SD,1,97.3,2.7
2014-08-09,TN,1,99.0,1.0
2014-08-09,TX,1,99.0,1.0
2014-08-09,US,,39.8,60.2
2014-08-09,VA,1,1.8,98.3
2014-08-09,WV,1,84.1,15.9
2014-08-09,WY,1,99.0,1.0
2014-08-10,AK,1,25.2,74.8
2014-08-10,AL,1,99.0,1.0
2014-08-10,AR,1,50.0,50.0
2014-08-10,CO,1,44.5,55.5
2014-08-10,DE,1,1.0,99.0
2014-08-10,GA,1,72.8,27.2
2014-08-10,HI,1,1.0,99.0
2014-08-10,IA,1,50.0,50.0
2014-08-10,ID,1,99.0,1.0
2014-08-10,IL,1,1.0,99.0
2014-08-10,KS,1,90.0,10.0
2014-08-10,KY,1,55.8,44.2
2014-08-10,LA,1,50.5,49.5
2014-08-10,MA,1,1.0,99.0
2014-08-10,ME,1,99.0,1.0
2014-08-10,MI,1,46.5,53.5
2014-08-10,MN,1,5.5,94.5
2014-08-10,MS,1,88.9,11.1
2014-08-10,MT,1,90.0,10.0
2014-08-10,NC,1,50.0,50.0
2014-08-10,NE,1,99.0,1.0
2014-08-10,NH,1,14.3,85.7
2014-08-10,NJ,1,1.0,99.0
2014-08-10,NM,1,1.0,99.0
2014-08-10,OK,1,99.0,1.0
2014-08-10,OK,2,99.0,1.0
2014-08-10,OR,1,6.0,94.0
2014-08-10,RI,1,1.0,99.0
2014-08-10,SC,1,99.0,1.0
2014-08-10,SC,2,99.0,1.0
2014-08-10,SD,1,96.4,3.6
2014-08-10,TN,1,99.0,1.0
2014-08-10,TX,1,99.0,1.0
2014-08-10,US,,42.1,57.9
2014-08-10,VA,1,1.6,98.4
2014-08-10,WV,1,80.7,19.3
2014-08-10,WY,1,99.0,1.0
2014-08-11,AK,1,28.8,71.2
2014-08-11,AL,1,99.0,1.0
2014-08-11,AR,1,50.0,50.0
2014-08-11,CO,1,43.9,56.1
2014-08-11,DE,1,1.0,99.0
2014-08-11,GA,1,72.0,28.0
2014-08-11,HI,1,1.0,99.0
2014-08-11,IA,1,50.0,50.0
2014-08-11,ID,1,99.0,1.0
2014-08-11,IL,1,1.0,99.0
2014-08-11,KS,1,90.0,10.0
2014-08-11,KY,1,53.9,46.1
2014-08-11,LA,1,50.3,49.7
2014-08-11,MA,1,1.0,99.0
2014-08-11,ME,1,99.0,1.0
2014-08-11,MI,1,45.1,54.9
2014-08-11,MN,1,5.7,94.3
2014-08-11,MS,1,88.2,11.8
2014-08-11,MT,1,90.0,10.0
2014-08-11,NC,1,50.0,50.0
2014-08-11,NE,1,99.0,1.0
2014-08-11,NH,1,14.9,85.1
2014-08-11,NJ,1,1.0,99.0
2014-08-11,NM,1,1.0,99.0
2014-08-11,OK,1,99.0,1.0
2014-08-11,OK,2,99.0,1.0
2014-08-11,OR,1,6.5,93.5
2014-08-11,RI,1,1.0,99.0
2014-08-11,SC,1,99.0,1.0
2014-08-11,SC,2,99.0,1.0
2014-08-11,SD,1,96.9,3.1
2014-08-11,TN,1,99.0,1.0
2014-08-11,TX,1,99.0,1.0
2014-08-11,US,,42.8,57.2
2014-08-11,VA,1,1.7,98.3
2014-08-11,WV,1,83.7,16.3
2014-08-11,WY,1,99.0,1.0
2014-08-12,AK,1,24.4,75.6
2014-08-12,AL,1,99.0,1.0
2014-08-12,AR,1,50.0,50.0
2014-08-12,CO,1,44.3,55.7
2014-08-12,DE,1,1.0,99.0
2014-08-12,GA,1,71.9,28.1
2014-08-12,HI,1,1.0,99.0
2014-08-12,IA,1,49.4,50.6
2014-08-12,ID,1,99.0,1.0
2014-08-12,IL,1,1.0,99.0
2014-08-12,KS,1,90.0,10.0
2014-08-12,KY,1,54.6,45.4
2014-08-12,LA,1,50.0,50.0
2014-08-12,MA,1,1.0,99.0
2014-08-12,ME,1,99.0,1.0
2014-08-12,MI,1,46.8,53.2
2014-08-12,MN,1,5.1,94.9
2014-08-12,MS,1,87.9,12.2
2014-08-12,MT,1,90.0,10.0
2014-08-12,NC,1,50.0,50.0
2014-08-12,NE,1,99.0,1.0
2014-08-12,NH,1,14.8,85.3
2014-08-12,NJ,1,1.0,99.0
2014-08-12,NM,1,1.0,99.0
2014-08-12,OK,1,99.0,1.0
2014-08-12,OK,2,99.0,1.0
2014-08-12,OR,1,6.3,93.7
2014-08-12,RI,1,1.0,99.0
2014-08-12,SC,1,99.0,1.0
2014-08-12,SC,2,99.0,1.0
2014-08-12,SD,1,96.9,3.2
2014-08-12,TN,1,99.0,1.0
2014-08-12,TX,1,99.0,1.0
2014-08-12,US,,41.9,58.1
2014-08-12,VA,1,1.8,98.2
2014-08-12,WV,1,84.1,15.9
2014-08-12,WY,1,99.0,1.0
2014-08-13,AK,1,24.2,75.8
2014-08-13,AL,1,99.0,1.0
2014-08-13,AR,1,50.0,50.0
2014-08-13,CO,1,43.2,56.9
2014-08-13,DE,1,1.0,99.0
2014-08-13,GA,1,76.5,23.5
2014-08-13,HI,1,1.0,99.0
2014-08-13,IA,1,49.7,50.4
2014-08-13,ID,1,99.0,1.0
2014-08-13,IL,1,1.0,99.0
2014-08-13,KS,1,90.0,10.0
2014-08-13,KY,1,55.2,44.8
2014-08-13,LA,1,50.0,50.0
2014-08-13,MA,1,1.0,99.0
2014-08-13,ME,1,99.0,1.0
2014-08-13,MI,1,45.0,55.0
2014-08-13,MN,1,5.0,95.0
2014-08-13,MS,1,88.7,11.3
2014-08-13,MT,1,90.0,10.0
2014-08-13,NC,1,50.0,50.0
2014-08-13,NE,1,99.0,1.0
2014-08-13,NH,1,13.3,86.7
2014-08-13,NJ,1,1.0,99.0
2014-08-13,NM,1,1.0,99.0
2014-08-13,OK,1,99.0,1.0
2014-08-13,OK,2,99.0,1.0
2014-08-13,OR,1,6.4,93.6
2014-08-13,RI,1,1.0,99.0
2014-08-13,SC,1,99.0,1.0
2014-08-13,SC,2,99.0,1.0
2014-08-13,SD,1,98.5,1.5
2014-08-13,TN,1,99.0,1.0
2014-08-13,TX,1,99.0,1.0
2014-08-13,US,,42.6,57.5
2014-08-13,VA,1,1.7,98.3
2014-08-13,WV,1,84.0,16.0
2014-08-13,WY,1,99.0,1.0
2014-08-14,AK,1,26.3,73.7
2014-08-14,AL,1,99.0,1.0
2014-08-14,AR,1,50.0,50.0
2014-08-14,CO,1,44.9,55.1
2014-08-14,DE,1,1.0,99.0
2014-08-14,GA,1,75.9,24.1
2014-08-14,HI,1,1.0,99.0
2014-08-14,IA,1,49.2,50.8
2014-08-14,ID,1,99.0,1.0
2014-08-14,IL,1,1.0,99.0
2014-08-14,KS,1,90.0,10.0
2014-08-14,KY,1,55.7,44.3
2014-08-14,LA,1,50.1,49.9
2014-08-14,MA,1,1.0,99.0
2014-08-14,ME,1,99.0,1.0
2014-08-14,MI,1,47.3,52.8
2014-08-14,MN,1,6.0,94.0
2014-08-14,MS,1,88.8,11.2
2014-08-14,MT,1,90.0,10.0
2014-08-14,NC,1,50.0,50.0
2014-08-14,NE,1,99.0,1.0
2014-08-14,NH,1,14.1,85.9
2014-08-14,NJ,1,1.0,99.0
2014-08-14,NM,1,1.0,99.0
2014-08-14,OK,1,99.0,1.0
2014-08-14,OK,2,99.0,1.0
2014-08-14,OR,1,6.4,93.6
2014-08-14,RI,1,1.0,99.0
2014-08-14,SC,1,99.0,1.0
2014-08-14,SC,2,99.0,1.0
2014-08-14,SD,1,98.5,1.5
2014-08-14,TN,1,99.0,1.0
2014-08-14,TX,1,99.0,1.0
2014-08-14,US,,43.5,56.5
2014-08-14,VA,1,1.8,98.2
2014-08-14,WV,1,79.9,20.1
2014-08-14,WY,1,99.0,1.0
2014-08-15,AK,1,23.9,76.1
2014-08-15,AL,1,99.0,1.0
2014-08-15,AR,1,50.0,50.0
2014-08-15,CO,1,44.3,55.7
2014-08-15,DE,1,1.0,99.0
2014-08-15,GA,1,75.9,24.1
2014-08-15,HI,1,1.0,99.0
2014-08-15,IA,1,49.6,50.5
2014-08-15,ID,1,99.0,1.0
2014-08-15,IL,1,1.0,99.0
2014-08-15,KS,1,90.0,10.0
2014-08-15,KY,1,56.2,43.8
2014-08-15,LA,1,50.0,50.0
2014-08-15,MA,1,1.0,99.0
2014-08-15,ME,1,99.0,1.0
2014-08-15,MI,1,45.8,54.2
2014-08-15,MN,1,5.7,94.3
2014-08-15,MS,1,88.7,11.3
2014-08-15,MT,1,90.0,10.0
2014-08-15,NC,1,50.0,50.0
2014-08-15,NE,1,99.0,1.0
2014-08-15,NH,1,13.1,86.9
2014-08-15,NJ,1,1.0,99.0
2014-08-15,NM,1,1.0,99.0
2014-08-15,OK,1,99.0,1.0
2014-08-15,OK,2,99.0,1.0
2014-08-15,OR,1,6.9,93.1
2014-08-15,RI,1,1.0,99.0
2014-08-15,SC,1,99.0,1.0
2014-08-15,SC,2,99.0,1.0
2014-08-15,SD,1,98.4,1.6
2014-08-15,TN,1,99.0,1.0
2014-08-15,TX,1,99.0,1.0
2014-08-15,US,,43.4,56.7
2014-08-15,VA,1,1.9,98.1
2014-08-15,WV,1,84.1,15.9
2014-08-15,WY,1,99.0,1.0
2014-08-16,AK,1,24.7,75.3
2014-08-16,AL,1,99.0,1.0
2014-08-16,AR,1,50.0,50.0
2014-08-16,CO,1,44.3,55.7
2014-08-16,DE,1,1.0,99.0
2014-08-16,GA,1,76.1,23.9
2014-08-16,HI,1,1.0,99.0
2014-08-16,IA,1,49.3,50.7
2014-08-16,ID,1,99.0,1.0
2014-08-16,IL,1,1.0,99.0
2014-08-16,KS,1,90.0,10.0
2014-08-16,KY,1,56.5,43.6
2014-08-16,LA,1,50.5,49.5
2014-08-16,MA,1,1.0,99.0
2014-08-16,ME,1,99.0,1.0
2014-08-16,MI,1,44.7,55.3
2014-08-16,MN,1,6.3,93.7
2014-08-16,MS,1,89.9,10.2
2014-08-16,MT,1,90.0,10.0
2014-08-16,NC,1,50.0,50.0
2014-08-16,NE,1,99.0,1.0
2014-08-16,NH,1,14.8,85.2
2014-08-16,NJ,1,1.0,99.0
2014-08-16,NM,1,1.0,99.0
2014-08-16,OK,1,99.0,1.0
2014-08-16,OK,2,99.0,1.0
2014-08-16,OR,1,6.6,93.4
2014-08-16,RI,1,1.0,99.0
2014-08-16,SC,1,99.0,1.0
2014-08-16,SC,2,99.0,1.0
2014-08-16,SD,1,98.1,1.9
2014-08-16,TN,1,99.0,1.0
2014-08-16,TX,1,99.0,1.0
2014-08-16,US,,43.7,56.4
2014-08-16,VA,1,1.8,98.2
2014-08-16,WV,1,82.5,17.5
2014-08-16,WY,1,99.0,1.0
2014-08-17,AK,1,25.5,74.5
2014-08-17,AL,1,99.0,1.0
2014-08-17,AR,1,50.0,50.0
2014-08-17,CO,1,44.4,55.7
2014-08-17,DE,1,1.0,99.0
2014-08-17,GA,1,83.2,16.8
2014-08-17,HI,1,1.0,99.0
2014-08-17,IA,1,49.4,50.6
2014-08-17,ID,1,99.0,1.0
2014-08-17,IL,1,1.0,99.0
2014-08-17,KS,1,90.0,10.0
2014-08-17,KY,1,55.0,45.0
2014-08-17,LA,1,50.0,50.0
2014-08-17,MA,1,1.0,99.0
2014-08-17,ME,1,99.0,1.0
2014-08-17,MI,1,45.3,54.7
2014-08-17,MN,1,6.1,94.0
2014-08-17,MS,1,88.6,11.4
2014-08-17,MT,1,90.0,10.0
2014-08-17,NC,1,48.4,51.6
2014-08-17,NE,1,99.0,1.0
2014-08-17,NH,1,30.4,69.6
2014-08-17,NJ,1,1.0,99.0
2014-08-17,NM,1,1.0,99.0
2014-08-17,OK,1,99.0,1.0
2014-08-17,OK,2,99.0,1.0
2014-08-17,OR,1,6.6,93.5
2014-08-17,RI,1,1.0,99.0
2014-08-17,SC,1,99.0,1.0
2014-08-17,SC,2,99.0,1.0
2014-08-17,SD,1,98.5,1.5
2014-08-17,TN,1,99.0,1.0
2014-08-17,TX,1,99.0,1.0
2014-08-17,US,,48.7,51.3
2014-08-17,VA,1,1.8,98.2
2014-08-17,WV,1,84.6,15.4
2014-08-17,WY,1,99.0,1.0
2014-08-18,AK,1,25.2,74.8
2014-08-18,AL,1,99.0,1.0
2014-08-18,AR,1,50.0,50.0
2014-08-18,CO,1,43.8,56.2
2014-08-18,DE,1,1.0,99.0
2014-08-18,GA,1,83.0,17.0
2014-08-18,HI,1,1.0,99.0
2014-08-18,IA,1,49.5,50.5
2014-08-18,ID,1,99.0,1.0
2014-08-18,IL,1,1.0,99.0
2014-08-18,KS,1,90.0,10.0
2014-08-18,KY,1,55.6,44.5
2014-08-18,LA,1,50.0,50.0
2014-08-18,MA,1,1.0,99.0
2014-08-18,ME,1,99.0,1.0
2014-08-18,MI,1,45.8,54.2
2014-08-18,MN,1,4.8,95.2
2014-08-18,MS,1,88.3,11.7
2014-08-18,MT,1,90.0,10.0
2014-08-18,NC,1,48.6,51.4
2014-08-18,NE,1,99.0,1.0
2014-08-18,NH,1,28.0,72.0
2014-08-18,NJ,1,1.0,99.0
2014-08-18,NM,1,1.0,99.0
2014-08-18,OK,1,99.0,1.0
2014-08-18,OK,2,99.0,1.0
2014-08-18,OR,1,6.6,93.4
2014-08-18,RI,1,1.0,99.0
2014-08-18,SC,1,99.0,1.0
2014-08-18,SC,2,99.0,1.0
2014-08-18,SD,1,98.5,1.5
2014-08-18,TN,1,99.0,1.0
2014-08-18,TX,1,99.0,1.0
2014-08-18,US,,47.4,52.6
2014-08-18,VA,1,1.7,98.3
2014-08-18,WV,1,82.3,17.7
2014-08-18,WY,1,99.0,1.0
2014-08-19,AK,1,27.4,72.6
2014-08-19,AL,1,99.0,1.0
2014-08-19,AR,1,50.0,50.0
2014-08-19,CO,1,44.1,55.9
2014-08-19,DE,1,1.0,99.0
2014-08-19,GA,1,83.4,16.6
2014-08-19,HI,1,1.0,99.0
2014-08-19,IA,1,49.5,50.5
2014-08-19,ID,1,99.0,1.0
2014-08-19,IL,1,1.0,99.0
2014-08-19,KS,1,90.0,10.0
2014-08-19,KY,1,55.4,44.6
2014-08-19,LA,1,50.0,50.0
2014-08-19,MA,1,1.0,99.0
2014-08-19,ME,1,99.0,1.0
2014-08-19,MI,1,46.8,53.2
2014-08-19,MN,1,5.7,94.3
2014-08-19,MS,1,88.4,11.6
2014-08-19,MT,1,90.0,10.0
2014-08-19,NC,1,46.5,53.5
2014-08-19,NE,1,99.0,1.0
2014-08-19,NH,1,28.6,71.4
2014-08-19,NJ,1,1.0,99.0
2014-08-19,NM,1,1.0,99.0
2014-08-19,OK,1,99.0,1.0
2014-08-19,OK,2,99.0,1.0
2014-08-19,OR,1,6.4,93.6
2014-08-19,RI,1,1.0,99.0
2014-08-19,SC,1,99.0,1.0
2014-08-19,SC,2,99.0,1.0
2014-08-19,SD,1,98.5,1.5
2014-08-19,TN,1,99.0,1.0
2014-08-19,TX,1,99.0,1.0
2014-08-19,US,,48.0,52.0
2014-08-19,VA,1,1.6,98.4
2014-08-19,WV,1,82.1,17.9
2014-08-19,WY,1,99.0,1.0
2014-08-20,AK,1,26.5,73.5
2014-08-20,AL,1,99.0,1.0
2014-08-20,AR,1,50.0,50.0
2014-08-20,CO,1,44.9,55.1
2014-08-20,DE,1,1.0,99.0
2014-08-20,GA,1,82.7,17.3
2014-08-20,HI,1,1.0,99.0
2014-08-20,IA,1,49.2,50.8
2014-08-20,ID,1,99.0,1.0
2014-08-20,IL,1,1.0,99.0
2014-08-20,KS,1,90.0,10.0
2014-08-20,KY,1,55.2,44.8
2014-08-20,LA,1,50.0,50.0
2014-08-20,MA,1,1.0,99.0
2014-08-20,ME,1,99.0,1.0
2014-08-20,MI,1,45.2,54.8
2014-08-20,MN,1,6.9,93.2
2014-08-20,MS,1,88.3,11.7
2014-08-20,MT,1,90.0,10.0
2014-08-20,NC,1,47.7,52.3
2014-08-20,NE,1,99.0,1.0
2014-08-20,NH,1,28.5,71.5
2014-08-20,NJ,1,1.0,99.0
2014-08-20,NM,1,1.0,99.0
2014-08-20,OK,1,99.0,1.0
2014-08-20,OK,2,99.0,1.0
2014-08-20,OR,1,6.3,93.7
2014-08-20,RI,1,1.0,99.0
2014-08-20,SC,1,99.0,1.0
2014-08-20,SC,2,99.0,1.0
2014-08-20,SD,1,98.3,1.7
2014-08-20,TN,1,99.0,1.0
2014-08-20,TX,1,99.0,1.0
2014-08-20,US,,48.1,51.9
2014-08-20,VA,1,2.0,98.0
2014-08-20,WV,1,83.9,16.1
2014-08-20,WY,1,99.0,1.0
2014-08-21,AK,1,35.8,64.2
2014-08-21,AL,1,99.0,1.0
2014-08-21,AR,1,50.0,50.0
2014-08-21,CO,1,43.7,56.3
2014-08-21,DE,1,1.0,99.0
2014-08-21,GA,1,81.6,18.4
2014-08-21,HI,1,1.0,99.0
2014-08-21,IA,1,49.4,50.6
2014-08-21,ID,1,99.0,1.0
2014-08-21,IL,1,1.0,99.0
2014-08-21,KS,1,90.0,10.0
2014-08-21,KY,1,55.9,44.1
2014-08-21,LA,1,51.1,49.0
2014-08-21,MA,1,1.0,99.0
2014-08-21,ME,1,99.0,1.0
2014-08-21,MI,1,46.6,53.4
2014-08-21,MN,1,4.7,95.3
2014-08-21,MS,1,88.3,11.8
2014-08-21,MT,1,90.0,10.0
2014-08-21,NC,1,47.1,52.9
2014-08-21,NE,1,99.0,1.0
2014-08-21,NH,1,29.3,70.7
2014-08-21,NJ,1,1.0,99.0
2014-08-21,NM,1,1.0,99.0
2014-08-21,OK,1,99.0,1.0
2014-08-21,OK,2,99.0,1.0
2014-08-21,OR,1,6.4,93.6
2014-08-21,RI,1,1.0,99.0
2014-08-21,SC,1,99.0,1.0
2014-08-21,SC,2,99.0,1.0
2014-08-21,SD,1,98.5,1.5
2014-08-21,TN,1,99.0,1.0
2014-08-21,TX,1,99.0,1.0
2014-08-21,US,,52.1,47.9
2014-08-21,VA,1,1.7,98.3
2014-08-21,WV,1,92.1,7.9
2014-08-21,WY,1,99.0,1.0
2014-08-22,AK,1,35.5,64.5
2014-08-22,AL,1,99.0,1.0
2014-08-22,AR,1,50.0,50.0
2014-08-22,CO,1,43.6,56.4
2014-08-22,DE,1,1.0,99.0
2014-08-22,GA,1,81.8,18.2
2014-08-22,HI,1,1.0,99.0
2014-08-22,IA,1,49.5,50.5
2014-08-22,ID,1,99.0,1.0
2014-08-22,IL,1,1.0,99.0
2014-08-22,KS,1,90.0,10.0
2014-08-22,KY,1,55.4,44.6
2014-08-22,LA,1,50.7,49.3
2014-08-22,MA,1,1.0,99.0
2014-08-22,ME,1,99.0,1.0
2014-08-22,MI,1,46.4,53.6
2014-08-22,MN,1,4.8,95.2
2014-08-22,MS,1,88.8,11.2
2014-08-22,MT,1,90.0,10.0
2014-08-22,NC,1,48.1,51.9
2014-08-22,NE,1,99.0,1.0
2014-08-22,NH,1,30.2,69.8
2014-08-22,NJ,1,1.0,99.0
2014-08-22,NM,1,1.0,99.0
2014-08-22,OK,1,99.0,1.0
2014-08-22,OK,2,99.0,1.0
2014-08-22,OR,1,6.2,93.8
2014-08-22,RI,1,1.0,99.0
2014-08-22,SC,1,99.0,1.0
2014-08-22,SC,2,99.0,1.0
2014-08-22,SD,1,98.2,1.8
2014-08-22,TN,1,99.0,1.0
2014-08-22,TX,1,99.0,1.0
2014-08-22,US,,52.1,47.9
2014-08-22,VA,1,2.0,98.0
2014-08-22,WV,1,91.6,8.4
2014-08-22,WY,1,99.0,1.0
2014-08-23,AK,1,35.9,64.1
2014-08-23,AL,1,99.0,1.0
2014-08-23,AR,1,50.0,50.0
2014-08-23,CO,1,43.9,56.1
2014-08-23,DE,1,1.0,99.0
2014-08-23,GA,1,82.9,17.1
2014-08-23,HI,1,1.0,99.0
2014-08-23,IA,1,49.6,50.4
2014-08-23,ID,1,99.0,1.0
2014-08-23,IL,1,1.0,99.0
2014-08-23,KS,1,90.0,10.0
2014-08-23,KY,1,55.3,44.7
2014-08-23,LA,1,50.2,49.8
2014-08-23,MA,1,1.0,99.0
2014-08-23,ME,1,99.0,1.0
2014-08-23,MI,1,45.4,54.6
2014-08-23,MN,1,4.6,95.4
2014-08-23,MS,1,89.1,10.9
2014-08-23,MT,1,90.0,10.0
2014-08-23,NC,1,47.3,52.8
2014-08-23,NE,1,99.0,1.0
2014-08-23,NH,1,28.8,71.2
2014-08-23,NJ,1,1.0,99.0
2014-08-23,NM,1,1.0,99.0
2014-08-23,OK,1,99.0,1.0
2014-08-23,OK,2,99.0,1.0
2014-08-23,OR,1,6.0,94.0
2014-08-23,RI,1,1.0,99.0
2014-08-23,SC,1,99.0,1.0
2014-08-23,SC,2,99.0,1.0
2014-08-23,SD,1,98.4,1.6
2014-08-23,TN,1,99.0,1.0
2014-08-23,TX,1,99.0,1.0
2014-08-23,US,,51.8,48.2
2014-08-23,VA,1,1.7,98.3
2014-08-23,WV,1,91.8,8.2
2014-08-23,WY,1,99.0,1.0
2014-08-24,AK,1,35.6,64.4
2014-08-24,AL,1,99.0,1.0
2014-08-24,AR,1,50.0,50.0
2014-08-24,CO,1,44.4,55.6
2014-08-24,DE,1,1.0,99.0
2014-08-24,GA,1,82.8,17.2
2014-08-24,HI,1,1.0,99.0
2014-08-24,IA,1,49.9,50.1
2014-08-24,ID,1,99.0,1.0
2014-08-24,IL,1,1.0,99.0
2014-08-24,KS,1,90.0,10.0
2014-08-24,KY,1,55.2,44.8
2014-08-24,LA,1,50.6,49.4
2014-08-24,MA,1,1.0,99.0
2014-08-24,ME,1,99.0,1.0
2014-08-24,MI,1,46.1,53.9
2014-08-24,MN,1,4.3,95.7
2014-08-24,MS,1,88.4,11.7
2014-08-24,MT,1,90.0,10.0
2014-08-24,NC,1,47.2,52.8
2014-08-24,NE,1,99.0,1.0
2014-08-24,NH,1,28.8,71.2
2014-08-24,NJ,1,1.0,99.0
2014-08-24,NM,1,1.0,99.0
2014-08-24,OK,1,99.0,1.0
2014-08-24,OK,2,99.0,1.0
2014-08-24,OR,1,6.6,93.4
2014-08-24,RI,1,1.0,99.0
2014-08-24,SC,1,99.0,1.0
2014-08-24,SC,2,99.0,1.0
2014-08-24,SD,1,98.5,1.5
2014-08-24,TN,1,99.0,1.0
2014-08-24,TX,1,99.0,1.0
2014-08-24,US,,52.0,48.0
2014-08-24,VA,1,1.7,98.3
2014-08-24,WV,1,92.1,7.9
2014-08-24,WY,1,99.0,1.0
2014-08-25,AK,1,35.4,64.6
2014-08-25,AL,1,99.0,1.0
2014-08-25,AR,1,50.0,50.0
2014-08-25,CO,1,43.9,56.1
2014-08-25,DE,1,1.0,99.0
2014-08-25,GA,1,82.8,17.2
2014-08-25,HI,1,1.0,99.0
2014-08-25,IA,1,49.4,50.6
2014-08-25,ID,1,99.0,1.0
2014-08-25,IL,1,1.0,99.0
2014-08-25,KS,1,90.0,10.0
2014-08-25,KY,1,56.1,43.9
2014-08-25,LA,1,51.4,48.6
2014-08-25,MA,1,1.0,99.0
2014-08-25,ME,1,99.0,1.0
2014-08-25,MI,1,45.1,54.9
2014-08-25,MN,1,4.4,95.6
2014-08-25,MS,1,88.4,11.6
2014-08-25,MT,1,90.0,10.0
2014-08-25,NC,1,47.7,52.3
2014-08-25,NE,1,99.0,1.0
2014-08-25,NH,1,27.8,72.2
2014-08-25,NJ,1,1.0,99.0
2014-08-25,NM,1,1.0,99.0
2014-08-25,OK,1,99.0,1.0
2014-08-25,OK,2,99.0,1.0
2014-08-25,OR,1,6.1,93.9
2014-08-25,RI,1,1.0,99.0
2014-08-25,SC,1,99.0,1.0
2014-08-25,SC,2,99.0,1.0
2014-08-25,SD,1,98.3,1.7
2014-08-25,TN,1,99.0,1.0
2014-08-25,TX,1,99.0,1.0
2014-08-25,US,,51.2,48.8
2014-08-25,VA,1,1.6,98.4
2014-08-25,WV,1,90.6,9.4
2014-08-25,WY,1,99.0,1.0
2014-08-26,AK,1,35.8,64.3
2014-08-26,AL,1,99.0,1.0
2014-08-26,AR,1,50.0,50.0
2014-08-26,CO,1,44.1,55.9
2014-08-26,DE,1,1.0,99.0
2014-08-26,GA,1,75.5,24.5
2014-08-26,HI,1,1.0,99.0
2014-08-26,IA,1,49.6,50.4
2014-08-26,ID,1,99.0,1.0
2014-08-26,IL,1,1.0,99.0
2014-08-26,KS,1,90.0,10.0
2014-08-26,KY,1,55.1,44.9
2014-08-26,LA,1,50.0,50.0
2014-08-26,MA,1,1.0,99.0
2014-08-26,ME,1,99.0,1.0
2014-08-26,MI,1,46.0,54.0
2014-08-26,MN,1,5.1,94.9
2014-08-26,MS,1,87.2,12.8
2014-08-26,MT,1,90.0,10.0
2014-08-26,NC,1,47.5,52.5
2014-08-26,NE,1,99.0,1.0
2014-08-26,NH,1,28.6,71.4
2014-08-26,NJ,1,1.0,99.0
2014-08-26,NM,1,1.0,99.0
2014-08-26,OK,1,99.0,1.0
