index,AK1,AL1,AR1,CO1,DE1,GA1,HI1,IA1,ID1,IL1,KS1,KY1,LA1,MA1,ME1,MI1,MN1,MS1,MT1,NC1,NE1,NH1,NJ1,NM1,OK1,OK2,OR1,RI1,SC1,SC2,SD1,TN1,TX1,VA1,WV1,WY1
1,0.675,1,0.578,0.538,0.01,0.648,0.002,0.565,0.99,0.018,0.51,0.69,0.808,0.007,0.996,0.358,0.032,0.929,0.9,0.402,0.993,0.394,0.041,0.019,0.99,0.99,0.014,0.01,0.968,0.99,0.895,0.989,0.989,0.019,0.974,0.99
