election,AK1,AL1,AR1,CO1,DE1,GA1,HI1,IA1,ID1,IL1,KS1,KY1,LA1,MA1,ME1,MI1,MN1,MS1,MT1,NC1,NE1,NH1,NJ1,NM1,OK1,OK2,OR1,RI1,SC1,SC2,SD1,TN1,TX1,VA1,WV1,WY1,seats
5616,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5617,r,r,r,d,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5618,r,r,r,d,d,r,d,d,r,d,r,d,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5619,r,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5620,d,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5621,d,r,d,d,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,18
5622,d,r,r,r,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5623,r,r,d,d,d,r,d,d,r,d,d,r,r,d,r,d,r,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5624,r,r,d,d,d,d,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5625,d,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5626,d,r,r,r,d,d,d,d,r,d,d,d,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5627,d,r,d,r,d,r,d,d,r,d,d,d,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,18
5628,r,r,r,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5629,d,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5630,d,r,r,r,d,d,d,d,r,d,d,r,r,d,r,r,d,r,r,r,r,r,d,r,r,r,d,d,r,r,r,r,r,d,r,r,23
5631,r,r,r,d,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5632,d,r,r,r,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5633,d,r,r,r,d,d,d,d,r,d,r,r,r,d,r,d,r,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5634,d,r,r,r,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,r,r,r,21
5635,d,r,r,d,d,r,d,r,r,d,r,d,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5636,r,r,r,r,d,r,d,d,r,d,d,d,r,d,r,d,d,r,d,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5637,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5638,r,r,r,d,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5639,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5640,r,r,r,r,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5641,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5642,r,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5643,r,r,r,d,d,r,d,r,r,d,d,d,r,d,r,d,r,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5644,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5645,r,r,d,r,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,d,r,r,d,r,r,18
5646,d,r,r,r,d,r,d,d,r,d,r,r,r,d,r,r,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5647,d,r,r,d,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5648,r,r,r,r,d,r,d,r,r,d,d,d,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5649,d,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5650,r,r,r,r,d,d,d,d,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5651,r,r,r,r,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5652,r,r,d,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5653,r,r,r,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5654,r,r,r,d,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5655,r,r,r,r,d,r,d,r,r,d,r,d,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5656,r,r,r,d,d,r,d,r,r,d,d,d,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5657,r,r,d,r,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5658,r,r,r,r,d,r,d,r,r,d,d,d,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5659,d,r,r,r,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5660,r,r,r,r,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,d,r,r,r,d,r,r,21
5661,r,r,r,r,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,d,r,r,r,r,d,r,r,21
5662,r,r,r,r,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5663,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
5664,r,r,d,d,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,r,r,r,20
5665,d,r,r,r,d,d,d,r,r,d,r,d,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5666,r,r,r,r,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5667,d,r,r,d,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5668,r,r,r,d,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5669,r,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5670,r,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5671,r,r,r,d,d,d,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5672,r,r,d,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5673,r,r,r,r,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5674,r,r,r,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5675,r,r,r,d,d,r,d,d,r,d,r,d,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5676,d,r,r,r,d,d,d,r,r,d,d,r,r,d,r,d,r,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5677,r,r,d,r,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5678,d,r,r,d,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5679,r,r,r,r,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5680,d,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,r,r,r,d,d,r,r,r,r,r,d,r,r,23
5681,d,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,d,r,r,r,r,d,r,r,22
5682,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
5683,d,r,r,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,r,r,r,22
5684,r,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,d,r,r,r,r,d,r,r,21
5685,d,r,d,d,d,r,d,r,r,d,d,d,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5686,d,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,d,r,22
5687,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5688,r,r,r,r,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,r,r,r,d,d,r,r,r,r,r,d,r,r,22
5689,r,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5690,r,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5691,r,r,r,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5692,r,r,r,r,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5693,r,r,r,d,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5694,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5695,d,r,d,d,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5696,r,r,r,r,d,r,d,r,r,d,r,d,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,d,r,r,d,r,r,21
5697,r,r,r,r,d,r,d,d,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5698,r,r,r,r,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5699,r,r,r,r,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5700,r,r,r,r,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
5701,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,r,r,r,24
5702,r,r,d,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5703,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5704,r,r,d,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5705,r,r,d,r,d,d,d,d,r,d,d,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5706,d,r,r,d,d,r,d,r,r,d,d,d,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5707,d,r,r,r,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5708,r,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5709,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5710,r,r,d,d,d,d,d,d,d,d,d,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,17
5711,r,r,r,d,d,d,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5712,d,r,r,d,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,d,r,19
5713,d,r,r,r,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5714,d,r,d,d,d,r,d,r,r,d,d,d,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,18
5715,r,r,r,d,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5716,d,r,r,r,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5717,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,d,r,d,r,r,23
5718,r,r,r,d,d,r,d,r,r,d,r,d,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5719,d,r,r,d,d,d,d,r,r,d,d,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5720,d,r,r,r,d,d,d,r,r,d,d,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5721,r,r,r,d,d,r,d,r,r,d,r,d,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5722,r,r,r,r,d,r,d,r,r,d,d,d,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5723,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5724,r,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5725,r,r,r,d,d,d,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5726,r,r,r,r,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5727,r,r,d,r,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5728,r,r,r,r,d,d,d,r,r,d,d,d,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5729,r,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
5730,r,r,d,r,d,r,d,d,r,d,d,d,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5731,r,r,r,d,d,d,d,r,r,d,d,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5732,d,r,r,d,d,r,d,d,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,18
5733,r,r,r,r,d,d,d,r,r,d,r,d,r,d,r,d,r,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,r,r,r,23
5734,d,r,r,r,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5735,r,r,r,d,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5736,r,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,r,r,r,d,d,r,r,r,r,r,d,r,r,22
5737,r,r,r,r,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5738,r,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5739,d,r,r,r,d,d,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,r,d,r,r,r,d,d,r,r,r,r,r,d,r,r,22
5740,r,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5741,r,r,r,r,d,r,d,d,d,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5742,r,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5743,d,r,r,r,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5744,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5745,r,r,d,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5746,r,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5747,r,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5748,d,r,r,r,d,d,d,d,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5749,r,r,r,d,d,r,d,d,r,d,d,d,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,18
5750,d,r,r,r,d,r,d,r,r,d,d,r,d,d,r,d,d,d,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5751,r,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,r,r,r,24
5752,d,r,r,d,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5753,r,r,r,d,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5754,r,r,r,r,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5755,r,r,r,r,d,d,d,r,r,d,r,r,r,d,r,d,d,d,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5756,r,r,d,d,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,d,d,r,r,18
5757,r,r,r,r,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5758,r,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5759,r,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5760,d,r,d,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5761,r,r,r,r,d,r,d,r,r,d,r,d,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5762,d,r,r,r,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5763,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5764,d,r,d,d,d,d,d,d,r,d,r,r,r,r,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5765,r,r,r,r,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5766,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,r,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
5767,d,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5768,r,r,r,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5769,r,r,r,r,d,d,d,d,r,d,r,d,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5770,r,r,r,d,d,d,d,r,r,d,d,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,d,r,r,d,r,r,19
5771,r,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5772,d,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,r,d,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
5773,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,r,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,26
5774,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5775,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
5776,r,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
5777,r,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5778,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5779,r,r,r,r,d,d,d,r,r,d,d,d,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5780,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5781,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5782,d,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,r,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5783,r,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,d,r,d,r,r,21
5784,d,r,r,r,d,r,d,d,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5785,r,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,d,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5786,d,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5787,d,r,r,r,d,r,d,d,r,d,r,d,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
5788,d,r,r,d,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5789,r,r,r,d,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
5790,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
5791,d,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
5792,r,r,r,r,d,d,d,d,r,d,r,r,d,r,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
5793,d,r,r,r,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,d,r,r,d,r,r,19
5794,r,r,d,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
